frame_idx	timestamp_ns	ev_a	ev_b	range_a_m	range_b_m	scale_ratio	precision_pct	recall_pct	f1_pct	fp_count	fn_count
655	1784131642436978000	881	881	13.516	10.425	0.771	0.0	0.0	0.0	881	881
656	1784131642718139000	881	882	12.833	13.808	1.076	52.0	29.8	37.9	422	619
657	1784131643004029000	881	881	13.179	10.28	0.78	0.0	0.0	0.0	881	881
658	1784131643294850000	881	882	12.457	13.808	1.108	23.6	6.4	10.1	673	825
659	1784131643573010000	881	881	12.949	10.207	0.788	0.0	0.0	0.0	881	881
660	1784131643843456000	881	883	12.336	13.442	1.089	27.8	7.1	11.3	636	820
661	1784131644191487000	881	882	13.007	9.908	0.761	0.0	0.0	0.0	881	882
662	1784131644472812000	881	884	12.255	13.16	1.073	47.6	17.9	26.1	461	725
663	1784131644832809000	881	881	12.833	9.781	0.762	0.0	0.0	0.0	881	881
664	1784131645186598000	881	881	12.07	11.008	0.912	26.1	6.4	10.3	651	824
665	1784131645456408000	881	881	11.945	11.233	0.94	52.4	16.5	25.1	419	735
666	1784131645757768000	881	881	11.903	11.648	0.978	42.6	26.4	32.6	505	648
667	1784131646059577000	881	882	12.09	11.755	0.972	66.9	26.4	37.8	291	649
668	1784131646349214000	881	881	12.275	11.712	0.954	50.9	28.2	36.3	432	632
669	1784131646623655000	881	881	11.986	10.638	0.887	47.7	14.8	22.6	460	750
670	1784131646921859000	881	882	12.09	12.028	0.994	57.8	40.4	47.6	371	525
671	1784131647249586000	881	882	12.457	10.256	0.823	39.6	6.6	11.4	532	823
672	1784131647545499000	881	881	12.316	12.336	1.001	67.1	45.2	54.1	289	482
673	1784131647827169000	881	882	12.794	10.133	0.792	35.1	4.0	7.3	571	846
674	1784131648122486000	881	881	12.09	12.517	1.035	48.1	25.4	33.2	457	657
675	1784131648406524000	881	881	12.173	10.401	0.854	0.6	1.2	0.8	875	870
676	1784131648716075000	881	882	11.986	12.397	1.034	26.5	13.8	18.1	647	760
677	1784131649061914000	881	881	11.497	11.605	1.009	50.6	14.8	22.9	435	750
678	1784131649352918000	881	881	11.605	11.797	1.016	44.2	21.9	29.3	491	688
679	1784131649615505000	881	881	10.985	9.984	0.908	25.4	3.6	6.3	657	849
680	1784131649897818000	881	884	10.615	11.882	1.119	9.4	1.9	3.1	798	867
681	1784131650183761000	881	883	10.449	9.364	0.896	9.1	2.6	4.0	800	860
682	1784131650444145000	882	882	9.679	11.818	1.221	0.0	0.0	0.0	882	882
683	1784131650698376000	881	881	9.549	8.407	0.88	0.0	0.0	0.0	881	881
684	1784131651013507000	883	882	8.613	10.779	1.251	0.0	0.0	0.0	883	882
685	1784131651286229000	881	881	8.525	7.758	0.909	0.0	0.0	0.0	881	881
686	1784131651570097000	889	882	7.495	9.832	1.311	0.0	0.0	0.0	889	882
687	1784131651829773000	881	881	7.758	7.292	0.94	0.0	0.0	0.0	881	881
688	1784131652154842000	886	885	6.734	8.785	1.304	0.0	0.0	0.0	886	885
689	1784131652420242000	881	881	6.977	6.977	1.0	0.0	0.0	0.0	881	881
690	1784131652766378000	889	882	6.179	7.79	1.26	0.0	0.0	0.0	889	882
691	1784131653017853000	881	885	6.057	6.417	1.059	18.9	4.1	6.8	714	848
692	1784131653359322000	883	882	5.629	6.759	1.2	0.0	0.0	0.0	883	882
693	1784131653636581000	881	883	5.539	6.015	1.085	13.3	2.1	3.7	763	864
694	1784131653918357000	888	883	5.117	6.339	1.238	0.0	0.0	0.0	888	883
695	1784131654190576000	888	883	5.068	5.717	1.128	47.6	9.6	16.0	465	798
696	1784131654447878000	882	883	4.602	5.673	1.232	7.9	2.2	3.5	812	863
697	1784131654706736000	882	883	4.602	5.261	1.143	19.3	5.2	8.2	711	837
698	1784131655000260000	882	882	4.085	4.968	1.216	0.0	0.0	0.0	882	882
699	1784131655337645000	889	883	3.96	4.71	1.189	3.0	4.5	3.6	862	843
700	1784131655618397000	883	882	3.699	4.493	1.214	0.2	0.7	0.3	881	875
701	1784131655952669000	881	882	3.491	4.264	1.221	35.5	16.8	22.8	568	733
702	1784131656248926000	881	882	2.947	3.561	1.208	45.5	9.2	15.4	480	800
703	1784131656536875000	881	882	2.772	3.344	1.206	42.5	13.9	21.0	506	759
704	1784131656795130000	881	883	2.772	3.269	1.179	35.3	7.2	12.0	570	819
705	1784131657072744000	881	881	2.586	3.344	1.293	0.0	0.0	0.0	881	881
706	1784131657343196000	881	884	2.772	3.031	1.093	17.9	10.1	12.9	723	794
707	1784131657626620000	881	881	2.384	3.031	1.27	7.7	0.1	0.2	813	880
708	1784131657907561000	882	883	2.772	2.68	0.966	73.6	34.8	47.3	232	575
709	1784131658221825000	881	881	2.277	2.861	1.256	6.3	18.9	9.5	825	714
710	1784131658512182000	881	883	2.487	2.487	1.0	71.1	49.6	58.4	254	445
711	1784131658818833000	881	881	2.165	2.586	1.194	24.0	39.1	29.8	669	536
712	1784131659095866000	881	882	2.772	2.487	0.897	54.5	65.4	59.5	400	305
713	1784131659369751000	881	881	2.165	2.384	1.101	80.2	91.9	85.6	174	71
714	1784131659636585000	882	881	2.586	2.277	0.88	63.6	83.7	72.3	321	143
715	1784131659908476000	881	881	2.277	2.277	1.0	97.6	100.0	98.7	21	0
716	1784131660173568000	881	881	2.277	2.277	1.0	66.0	93.4	77.3	299	58
717	1784131660515793000	881	881	2.384	2.165	0.907	53.9	74.1	62.4	406	228
718	1784131660819261000	882	881	2.487	1.92	0.771	24.3	44.7	31.5	667	487
719	1784131661088991000	881	881	2.487	1.785	0.717	17.0	31.1	22.0	731	607
720	1784131661383153000	881	881	2.772	1.785	0.643	0.0	0.0	0.0	881	881
721	1784131661732823000	881	881	2.947	1.479	0.501	0.0	0.0	0.0	881	881
722	1784131662078477000	881	881	3.112	1.479	0.475	0.0	0.0	0.0	881	881
723	1784131662358751000	881	881	3.269	1.299	0.397	0.0	0.0	0.0	881	881
724	1784131662635883000	881	881	3.631	1.299	0.357	0.0	0.0	0.0	881	881
725	1784131662924446000	881	881	3.96	1.089	0.275	0.0	0.0	0.0	881	881
726	1784131663268768000	881	881	4.145	0.829	0.2	0.0	0.0	0.0	881	881
727	1784131663559423000	881	881	4.763	0.829	0.174	0.0	0.0	0.0	881	881
728	1784131663831036000	881	881	5.356	0.829	0.154	0.0	0.0	0.0	881	881
729	1784131664173741000	881	880	5.673	0.829	0.146	0.0	0.0	0.0	881	880
730	1784131664484293000	882	872	6.417	0.829	0.129	0.0	0.0	0.0	882	872
731	1784131664784204000	889	855	6.977	0.829	0.118	0.0	0.0	0.0	889	855
732	1784131665084926000	889	504	7.628	0.433	0.056	0.0	0.0	0.0	889	504
733	1784131665444035000	889	440	21.099	14.939	0.708	2.5	2.2	2.4	866	430
734	1784131665744044000	889	439	20.62	14.905	0.722	2.2	2.5	2.3	869	428
735	1784131666070793000	889	440	20.656	14.922	0.722	5.5	7.0	6.1	840	409
736	1784131666426017000	889	440	20.474	14.922	0.728	2.8	3.4	3.0	864	425
737	1784131666703095000	889	441	20.24	14.922	0.737	3.9	4.3	4.1	854	422
738	1784131667004907000	889	454	20.4	15.122	0.741	3.5	3.7	3.6	857	437
739	1784131667300601000	889	439	19.979	14.905	0.746	5.3	5.9	5.6	841	413
740	1784131667592844000	889	448	19.891	15.105	0.759	6.4	8.0	7.1	832	412
741	1784131667883081000	889	441	20.704	14.905	0.719	4.6	5.2	4.8	848	418
742	1784131668214200000	889	451	19.188	15.105	0.787	7.1	10.4	8.5	825	404
743	1784131668496461000	889	441	20.24	14.922	0.737	4.4	5.6	5.0	849	416
744	1784131668871404000	889	472	20.51	15.352	0.748	4.0	4.6	4.3	853	450
745	1784131669190589000	889	440	21.004	14.922	0.71	2.0	2.0	2.0	871	431
746	1784131669507885000	889	467	20.216	15.237	0.753	6.7	7.9	7.2	829	430
747	1784131669788716000	889	439	20.62	14.872	0.721	3.7	3.8	3.7	856	422
